en_wiki,requests,occupation,logvar
Anup_Jalota,2132,singer,0.4498762494507386
Johnny_Hartman,2132,jazz musician,0.4021451492787923
SD_(rapper),2132,rapper,0.43070836572076093
Vestal_Goodman,2132,singer,0.5134786168395896
Andrew_Rayel,2132,disc jockey,0.3582118020309631
Earl_Thomas_Conley,2131,singer,0.45556413532475404
Patoranking,2131,singer,0.430626454142219
Anthony_Jackson_(musician),2131,"bassist,jazz musician",0.35527514007764144
Gunther_Schuller,2131,"conductor,composer,hornist,jazz musician",0.45436192401118225
Ed_Sanders,2130,musician,0.4021251157091659
Masafumi_Takada,2130,composer,0.47343621750566095
Rhatha_Phongam,2129,singer,0.35924752507655694
Ivete_Sangalo,2129,singer,0.4183278136254051
Fox_Stevenson,2129,composer,0.41635384312348855
Langhorne_Slim,2128,"musician,guitarist",0.4737903178026189
Declan_Galbraith,2128,"singer,musician",0.36337772242256927
Lin_Peng,2128,singer,0.3882957652694829
Solomon_Linda,2128,"singer,songwriter,composer",0.40946490472388125
Howard_Benson,2127,record producer,0.4125557250804792
David_Benoit_(musician),2127,"pianist,jazz musician",0.4216969123742244
Kevin_Gilbert_(musician),2127,"singer-songwriter,musician",0.40294691839546143
J._D._Sumner,2126,"musician,singer",0.4413558930125999
Ron_Tyson,2126,musician,0.5157020442698222
Shannon_(singer),2125,singer,0.41262835117846086
John_McCormack_(tenor),2124,"opera singer,singer",0.44223936220688786
Steve_Klein_(musician),2124,"musician,record producer",0.5044928104410319
Charlie_Clouser,2124,"composer,songwriter",0.36485216554716154
Brooke_White,2123,"singer,musician,singer-songwriter,guitarist",0.4526773320014737
Kishori_Amonkar,2123,singer,0.434863808420209
Jens_Kidman,2123,"singer,musician",0.40014246916501656
Greg_Brown_(folk_musician),2123,singer-songwriter,0.4678173488363613
Mimi_Fari%C3%B1a,2123,"singer-songwriter,composer",0.3941339670223845
Jeremy_Jordan_(singer),2123,singer,0.3704733992932082
"William_IX,_Duke_of_Aquitaine",2123,"troubadour,composer",0.47585199811380413
Rolando_Villaz%C3%B3n,2123,"opera singer,singer",0.4222784974165041
Sofia_Rotaru,2123,singer,0.4199929012031917
Thomas_Ad%C3%A8s,2122,"composer,pianist,conductor",0.44645754837798196
Don_Rich,2122,"musician,fiddler",0.44557812082236786
Anjan_Dutt,2122,singer,0.4468710244982214
Franco_Corelli,2121,"opera singer,singer",0.41132795751260204
Corey_Beaulieu,2121,guitarist,0.3461977148849358
Marie_Lloyd,2120,singer,0.4770796652963729
Han_Hong_(singer),2120,singer,0.37025011123070145
MoZella,2120,singer-songwriter,0.39778166800834897
Baden_Powell_de_Aquino,2120,"composer,guitarist,jazz musician",0.3908604145122178
Maria_Cosway,2119,musician,0.46765200506399274
Sayaka_Akimoto,2119,singer,0.39125952741648745
Sass_Jordan,2119,"singer,singer-songwriter",0.4391240744120441
Jerome_Benton,2119,singer,0.6220564963762558
Pete_Way,2118,guitarist,0.4530155052563749
Norman_Blake_(American_musician),2118,"musician,mandolinist",0.44470582286458465
Ola_Gjeilo,2118,"composer,musician,pianist",0.45290603201074814
Tippu_(singer),2118,singer,0.4696353290264133
Al_Schmitt,2117,record producer,0.4915458510885198
Jack_Wall_(composer),2117,"composer,conductor",0.42762387759367043
Jasmine_Sandlas,2116,singer,0.40837200418741565
Boots_Randolph,2116,"musician,saxophonist",0.42551679542147247
Veerle_Baetens,2116,singer,0.3760097681654003
Emily_Neves,2116,singer,0.4426909963097326
Paul_Brandt,2116,singer,0.47865006189684806
Carina_Jaarnek,2116,singer,0.9446503525593013
Tracy_Byrd,2115,singer-songwriter,0.4374723496911302
EvoL,2115,singer,0.4156717979886795
Dallas_Smith_(singer),2114,singer,0.44883745143482956
Marin_Alsop,2114,conductor,0.43685530339765355
Sugizo,2114,musician,0.39370965196604707
Morton_Subotnick,2114,composer,0.5278794466815183
Shantel,2114,"club DJ,disc jockey,guitarist",0.42167151244709683
Melanie_Appleby,2114,singer,0.46516077125806243
Rachel_Haden,2113,singer,0.41121406060501087
Derek_Minor,2113,musician,0.6783602602004272
Takako_Matsu,2113,singer-songwriter,0.43316720989195967
Carlinhos_Brown,2112,"singer,composer",0.4062435801378675
Jimmy_Cobb,2112,"drummer,jazz musician",0.4115080939721916
Muhammed_Sui%C3%A7mez,2112,singer,0.4255865588710836
Ern%C5%91_Dohn%C3%A1nyi,2112,"conductor,composer,pianist",0.42844852557236296
Sibylle_Baier,2111,singer,0.41877177615481703
Koichi_Fukuda,2111,"musician,guitarist",0.3564052713530104
Paolo_Conte,2111,"singer,pianist,composer,jazz musician",0.3997839346461549
Steven_Drozd,2111,composer,0.39940447093066983
Joey_Covington,2111,musician,0.6418895994129101
David_J,2111,guitarist,0.43883322181644896
Alain_Boublil,2110,composer,0.368020834193534
Gordon_Waller,2110,songwriter,0.3768535941556924
Danny_Chan,2110,singer,0.3676434903809132
Mongo_Santamar%C3%ADa,2110,"percussionist,jazz musician",0.4438688697217958
Mette_Lindberg,2109,singer,0.48579405503830214
Bill_Hayes_(actor),2108,singer,0.5298590927100769
Brendan_Perry,2108,singer,0.396638177262393
Mr._Cheeks,2108,rapper,0.4360345551714893
Stephanie_J._Block,2108,singer,0.4374766001993658
Bill_Lee_(musician),2107,composer,0.46194253641452826
George_Melly,2107,jazz musician,0.44105911269118625
John_Cowsill,2106,musician,0.4443188714540485
Litefoot,2105,musician,0.4055572208287272
Arjun_Janya,2105,composer,0.5452648524732432
Tony_Harnell,2104,singer,0.43450778987909733
David_Lowery_(musician),2104,"singer,singer-songwriter",0.5684720671959556
Dee_Dee_Sharp,2104,"singer,musician",0.4367445548762538
Scoop_DeVille,2104,rapper,0.3842139404474639
Jimmy_Fortune,2104,singer-songwriter,0.5256115480698627
Anthony_Brown_(Gospel_musician),2104,musician,0.5612212749390952
Gary_Stewart_(singer),2104,musician,0.41885230351469904
Alberta_Hunter,2103,"singer,jazz musician",0.4295883689143267
"Billy_Davis,_Jr.",2103,"musician,singer",0.37985752527256655
Ray_Anthony,2103,"trumpeter,bandleader,conductor,jazz musician",0.4177037003180754
Telly_Leung,2103,"singer,songwriter",0.44861631280628145
Carrie_Rodriguez,2103,"musician,singer,singer-songwriter",0.5106468270777489
Ami_Onuki,2103,singer,0.4200487478431952
Tommy_Edwards,2102,singer,0.5484003982827899
O._P._Nayyar,2102,composer,0.46402696892002915
Buckwild,2102,disc jockey,0.380605020690513
G._Love,2101,singer,0.4755930530566086
Bruce_Woodley,2101,"singer,composer",0.42679131940713594
Robin_Hannibal,2101,songwriter,0.47185157925399324
John_Shanks,2101,"composer,record producer",0.39911630658027597
Deantoni_Parks,2101,"musician,drummer,record producer,songwriter",0.44136762685601955
Allison_Robertson,2100,"musician,guitarist",0.3938409672834646
Gordon_Downie,2100,singer,0.454128537185856
April_March,2100,singer,0.40387525927911416
Martin_Nievera,2100,singer,0.42572516607711786
Ben_Gillies,2100,musician,0.38745590567611077
Emily_Bear,2099,"pianist,composer,jazz musician",0.40415146908386795
David_Thomas_(musician),2098,"singer-songwriter,singer,musician",0.41834591484416567
Lenny_Kaye,2097,"musician,songwriter",0.38014707745497645
Sertab_Erener,2097,"singer,composer",0.4031080759513429
Messiah_Marcolin,2096,singer,0.4297834503281734
Les_Brown_(bandleader),2096,"bandleader,conductor,saxophonist,jazz musician",0.4083299977512415
Sara_Lumholdt,2096,singer,0.38940156143066557
Erica_Campbell_(musician),2096,singer-songwriter,0.4654196843935326
Blind_Blake,2096,"singer,musician",0.4233308261287889
Tim_Bogert,2096,musician,0.43261484994376703
Tommy_DeCarlo,2096,singer,0.521208797842402
Noel_Hogan,2095,"composer,musician,guitarist",0.4225202417298527
Danja_(record_producer),2095,"record producer,composer",0.4031279668307436
Ott_(record_producer),2095,disc jockey,0.38998064423369916
George_Canseco,2095,composer,0.6801051467002579
Franz_Xaver_S%C3%BCssmayr,2094,"composer,conductor",0.4304668452147966
Torae,2094,rapper,0.4786960087036781
Korean_pop_idol,2094,singer,0.40313355060426664
Johnny_Pacheco,2094,singer,0.47488483656653185
Sharon_Tandy,2094,singer,0.8891576299099152
Gwen_Guthrie,2094,"singer-songwriter,composer,pianist,songwriter",0.4693103454896306
Eugene_Ormandy,2094,conductor,0.37690435939969386
Athol_Guy,2092,"musician,singer",0.4433924673542693
John_Michael_Talbot,2092,"singer-songwriter,singer,musician,songwriter,composer",0.4516563597257642
F._R._David,2092,"singer,musician",0.4330540387789694
Scott_LaFaro,2092,"bassist,jazz musician",0.38421286742975613
Kurt_Elling,2091,"singer,songwriter,composer,jazz musician",0.39649439353862975
Laura_Story,2091,"singer,singer-songwriter",0.4226426457893018
Cashis,2091,"musician,rapper",0.40838678697139863
Judy_Canova,2091,singer,0.48018439128184004
Jane_Oineza,2091,singer,0.4268926992097122
Quinn_Allman,2090,"musician,record producer",0.4025429369460046
Tim_Follin,2090,composer,0.4518913584083933
Bang_Ye-dam,2089,singer,0.3503766913244582
S%C3%A9bastien_Lefebvre,2089,singer-songwriter,0.4014573530016928
Bernard_Haitink,2089,conductor,0.35943016098005676
Rudolph_Isley,2089,singer-songwriter,0.4132103325248567
Nolan_Sotillo,2089,singer-songwriter,0.40090279553593544
Bo_Johan_Renck,2089,"musician,singer",0.4442973758209284
Peggy_Sue_(singer),2089,singer,0.4807457670313259
Michael_Bacon_(musician),2088,composer,0.41276609229744166
Alex_Fong_(singer),2088,singer,0.3993625167781633
Pete_Sears,2088,"musician,guitarist",0.4906607455791019
John_Ryan_(musician),2088,"singer,record producer,songwriter",0.3953041340560426
Betty_Jane_Watson,2087,singer,1.4067846778604352
Christoph_Eschenbach,2087,"pianist,conductor",0.4373754191719277
Sybil_Evers,2087,"singer,opera singer",0.7569617443661157
Farid_al-Atrash,2087,"singer,composer",0.4293190298930448
Betty_Carter,2087,"composer,singer-songwriter,jazz musician",0.42528923031113375
Matthew_Fisher,2086,"organist,composer",0.39583785690509804
Lee_Ji-hyun,2086,singer,0.37896816053947147
Vito_Bratta,2086,composer,0.38014157394319564
Haruna_Kojima,2085,singer,0.37459178064964876
Brian_James_(guitarist),2085,guitarist,0.4799468651873614
Jorge_Negrete,2085,singer,0.4366638955357739
Karel_Gott,2084,singer,0.4367331096342285
Ismail_Darbar,2084,composer,0.4308014279798056
Bekka_Bramlett,2084,singer,0.39451005005821244
Evan_Taubenfeld,2084,"guitarist,singer",0.4195430058191247
Vincent_Mason,2084,rapper,0.39970453179562637
Wojciech_Kilar,2083,composer,0.419079586775804
Delroy_Wilson,2083,singer,0.46590159402388764
Lisa_Ono,2083,"singer,singer-songwriter,jazz musician",0.37851908544731566
Dani_Behr,2082,singer,0.47250990666461906
Crystal_Lewis,2082,singer,0.5021803469544994
Jeff_Keith,2082,"singer,musician",0.4178528988498999
Gareth_McGrillen,2082,"musician,record producer,disc jockey",0.4658111880199596
Billy_Martin_(guitarist),2082,musician,0.393429617152313
Eric_Erlandson,2081,"musician,songwriter",0.3890065512291408
OVERWERK,2081,"disc jockey,record producer",0.4451318969391434
Pete_Quaife,2081,guitarist,0.40121227959895395
Hayden_(musician),2080,singer,0.4222108271827956
Rami_Jaffee,2080,musician,0.4424308577531066
Marlon_Roudette,2080,musician,0.44657507742712604
Thom_Bell,2080,"musician,songwriter,singer-songwriter,record producer",0.43593677519244484
Johann_van_Beethoven,2080,"musician,conductor,singer,composer",0.40480633376195274
Sonja_Kristina,2079,singer,0.43368830711218964
Norman_Petty,2079,"record producer,singer-songwriter",0.5162276967027484
Jim_Verraros,2079,"musician,singer",0.44106520322265813
Denise_Eisenberg_Rich,2078,"singer-songwriter,composer,singer",0.427211953774462
Egyptian_Lover,2078,musician,0.4324169622032427
Florin_Salam,2078,singer,0.4408600232009473
Morgan_Rose,2078,"record producer,singer,musician",0.4590298249597397
MC_Shan,2077,"musician,rapper",0.3931713792023728
Maurissa_Tancharoen,2077,singer,0.38719409130009147
Ted_Templeman,2077,"musician,record producer",0.4138751569817639
Seth_Troxler,2077,disc jockey,0.4263952275298589
Samu_Haber,2077,singer,0.395805433556951
Allan_Jones_(actor),2077,singer,0.4786933576275345
Justin_Nozuka,2076,singer,0.39812445947264447
John_Linnell,2076,"musician,singer",0.38201077367648517
Nadja_Benaissa,2076,singer,0.39006510011212825
Omar_Doom,2076,musician,0.3893730623454539
Bill_Kenny_(singer),2076,singer,0.4001652360543815
Shelly_Manne,2075,"composer,jazz musician",0.45627322177967833
Afgansyah_Reza,2075,singer,0.4959994032342686
Katica_Ill%C3%A9nyi,2075,singer,0.44485541256244365
Gianni_Morandi,2074,musician,0.44808508924623625
Ayu_Ting_Ting,2074,singer,0.44754438131614444
Marin_Mazzie,2074,singer,0.5222588668997351
Johann_Stamitz,2074,"composer,conductor",0.41351704551550383
Camilla_Henemark,2074,singer,0.42047300049595604
Paul_Overstreet,2073,"singer-songwriter,composer",0.4244710361002197
Michael_V.,2073,singer,0.4517810381260353
Bill_Steer,2073,guitarist,0.40989248032167935
Al_Wilson_(singer),2073,"musician,singer",0.4215928500399248
Cedric_Gervais,2072,"disc jockey,record producer",0.3809669022595522
Jason_%22Jay_E%22_Epperson,2071,record producer,0.9277690686322261
Ayla_Brown,2071,singer,0.5144551866034967
Henri_Vieuxtemps,2071,"composer,violinist",0.47362495563731977
Haley_Webb,2071,"musician,singer",0.4096674792890276
John_Nolan_(musician),2071,"singer,musician",0.43715373521631956
Lisa_Hammer,2071,"musician,singer",0.47626799373679174
Angger_Dimas,2070,"musician,disc jockey,record producer",0.35402612967944896
Anthony_Montgomery,2070,"singer,songwriter",0.40198880472942555
Eric_%22Bobo%22_Correa,2070,musician,0.4002967426308584
Paul_Tibbitt,2069,songwriter,0.4005429832994819
Danny_Thompson,2069,bassist,0.42713684555414105
Big_Star_(South_Korean_band),2069,singer,0.3853563938498635
Ross_the_Boss,2069,"musician,guitarist",0.39562222888219417
Allen_Woody,2068,mandolinist,0.3935928477204761
Michael_Owen_Bruce,2068,musician,0.4436443486388624
Trick-Trick,2068,rapper,0.3750034453970418
Lili_Boulanger,2068,composer,0.46226435158995155
John_Lawton_(musician),2067,singer,0.4101926207675593
Carol_Banawa,2067,singer,0.47030864374385206
Snakefinger,2067,"guitarist,composer",0.4101664927138051
John_Baker_Saunders,2067,musician,0.42158971224213604
Jay_C._Flippen,2067,singer,0.5483195588756677
Jim_Meskimen,2067,singer,0.3734397659410116
Maria_Franziska_von_Trapp,2066,singer,0.5423446202718026
Dylan_Riley_Snyder,2066,singer,0.4118251881914359
Sugar_(South_Korean_band),2066,singer,0.5342229565390957
Andy_Kershaw,2066,disc jockey,0.5977645148005906
Allison_Paige,2066,singer,0.8581713727378857
Rico_Rodriguez_(musician),2066,musician,0.402645513301837
T._M._Soundararajan,2066,singer,0.4361636139453625
Bryan-Michael_Cox,2066,"record producer,musician",0.46735367446430764
Keef_Hartley,2065,musician,0.40712089233156484
Pete_Loeffler,2065,singer,0.41108570757517104
Sally_Yeh,2065,singer,0.39398609719839606
Wynton_Kelly,2065,"pianist,jazz musician",0.42215386248106473
Victoria_Summer,2064,"songwriter,singer",0.37576955027574577
Shawn_Phillips,2064,singer-songwriter,0.43576597089844715
Joe_Duplantier,2064,"guitarist,singer",0.4054403357562586
Akina_Nakamori,2064,singer,0.49206400631831304
D%C3%A2m-Funk,2063,singer,0.36914727615916737
Linda_Nolan,2063,singer,0.533336677338255
Kenny_Lynch,2063,singer-songwriter,0.47266928084991844
Dave_Walker,2063,"singer,guitarist",0.38082306417091266
Nadine_Sierra,2062,"singer,opera singer",0.7546776438822611
Wynter_Gordon,2061,"singer,singer-songwriter",0.413307348959926
Jason_Graves,2061,composer,0.5276800194422987
Paul_Avgerinos,2060,composer,0.9572059166287678
Willie_Weeks,2060,musician,0.39845970367943867
Jayachandran,2060,singer,0.4135534633621698
Trevor_Guthrie,2060,singer,0.4307230594016817
Chloe_Jasmine,2060,singer,0.43245060526568113
Nick_Pitera,2060,singer,0.3496704205229015
Sugar_Minott,2060,singer,0.5416449047772595
Max_Elliott_Slade,2059,musician,0.416028335654471
Keren_Ann,2059,"singer-songwriter,singer,guitarist",0.41301380064289195
Charli_Robinson,2059,singer,0.4992946079997796
Laurent_Garnier,2059,"club DJ,composer,disc jockey",0.45677946714404666
Michel_Berger,2058,"singer-songwriter,composer,pianist,singer",0.4564350175725905
Joaqu%C3%ADn_Sabina,2058,"singer-songwriter,singer",0.45725545168348875
Bobby_Russell,2058,"singer-songwriter,singer",0.5005583438525756
Joshua_Kadison,2058,"singer,singer-songwriter",0.4397121543173501
Hal_Ozsan,2058,singer-songwriter,0.3601635488997045
Samvel_Yervinyan,2058,"musician,composer,violinist",0.38617141477767475
Rachel_Sweet,2057,"musician,singer",0.39203067587218743
Brad_Kent,2057,guitarist,0.7479051771890437
Robert_Tepper,2056,"singer,singer-songwriter",0.4187824591682587
Melody_Prochet,2056,singer,0.43006628494001276
Ellen_Allien,2056,"singer,disc jockey",0.41513376049367723
Henry_McCullough,2056,musician,0.4331501637222994
Destra_Garcia,2056,vocalist,0.5000663338482287
Mims_(rapper),2056,"musician,rapper",0.3929221740404263
Luis_Alberto_Spinetta,2056,"composer,singer,guitarist",0.43144390388012016
OJ_da_Juiceman,2055,"musician,rapper",0.4208086469593161
Andrew_Latimer,2055,guitarist,0.3992421110791438
Ajda_Pekkan,2055,singer,0.42616183937827823
Joe_Raposo,2055,composer,0.4405133467155104
Jing_Boran,2055,singer,0.39811059540046445
Bec_Hewitt,2054,singer,0.42921189418490563
Tatsuro_Yamashita,2053,"singer,singer-songwriter",0.44197266399652635
Amanda_Brown_(singer),2053,singer,0.400698815141039
Andy_White_(drummer),2053,"musician,drummer",0.3579182292480995
Osborne_Brothers,2053,bajista,0.4306392015874614
Stig_Anderson,2053,composer,0.39625820526982997
Sonny_Terry,2053,musician,0.4055699598966374
Gaby_Moreno,2053,"singer,songwriter",0.4236131870516285
Michael_Stanley,2053,singer-songwriter,0.4652439205265032
Nancy_Whang,2052,singer,0.3900330007969287
Moe_Bandy,2052,musician,0.46807812169565965
Kyo_(musician),2052,singer-songwriter,0.38490656512379734
Wattie_Buchan,2052,singer,0.4160254510113506
Cris_Cab,2051,singer-songwriter,0.4417539285824769
Jacopo_Peri,2051,"opera composer,organist,opera singer",0.41300208854133214
Juan_Alderete,2051,bassist,0.39495217136857275
Les_Rita_Mitsouko,2051,songwriter,0.4372861163336954
Fred_Waring,2051,"bandleader,musician,conductor",0.4584164013746618
Tina_Guo,2051,cellist,0.46640871902639774
Walter_Egan,2050,singer,0.4578262900012699
El_Chapo_de_Sinaloa,2050,singer,0.4656993424533637
Vladimir_Zeldin,2050,singer,0.7186592290375895
Lauren_Aquilina,2050,singer-songwriter,0.3797316067149371
Eddie_Ojeda,2050,guitarist,0.3813303146734133
Cara_Dillon,2049,singer,0.43012632920132987
Harlan_Howard,2049,"musician,songwriter",0.3783350143522481
Calvin_Chen,2048,singer,0.36186369082164527
Lani_Misalucha,2048,"singer,opera singer",0.468991697767132
Dame_Grease,2048,record producer,0.46550439655816134
Waylon_Reavis,2048,"singer-songwriter,composer,singer",0.3621017952331337
Bob_Neuwirth,2048,"singer-songwriter,singer,composer",0.38482462506933673
Boyd_Tinsley,2048,violinist,0.4249208851548527
Greg_Holden,2048,singer-songwriter,0.41735990181915983
Flora_Purim,2047,"singer,jazz musician",0.4188168165533064
Jack_Sheldon,2047,"singer,jazz musician",0.41862626424275373
Arthur_Crudup,2047,"musician,singer,guitarist,composer",0.3691921073137014
Klaus_Dinger,2047,"drummer,songwriter",0.38111733825821537
Gary_Sweet,2046,singer,0.38261920561483403
Hridaynath_Mangeshkar,2046,composer,0.4123090490618415
Andrew_Roachford,2046,singer,0.480512804211948
Ben_Cauley,2045,trumpeter,0.3970966316005465
Paulo_Jr.,2045,"bassist,musician,songwriter",0.3500959109257451
Andrew_Hill,2044,"pianist,composer,jazz musician",0.5087785672630549
Ahmad_Zahir,2044,"musician,singer",0.36437879778460236
Al_Corley,2043,singer,0.37618522090525486
Gerardo_Ort%C3%ADz,2043,"composer,singer",0.5898359947471982
Jim_Reid,2043,"vocalist,singer",0.3741805366860151
Tony_James,2043,"bassist,guitarist",0.4353822521239911
Basto_(musician),2043,"record producer,disc jockey",0.4009601947108276
Fish_Leong,2043,singer,0.39076530938503995
Lou_Donaldson,2043,"composer,saxophonist,jazz musician",0.4294275664528839
Ashley_MacIsaac,2042,"violinist,singer-songwriter,fiddler",0.4539598986638514
Einojuhani_Rautavaara,2042,composer,0.3962006587638358
Helen_Forrest,2042,"musician,singer",0.41207745104928506
Hound_Dog_Taylor,2042,"singer,guitarist",0.45871908863375294
Dale_Watson_(singer),2041,"singer-songwriter,musician,singer,songwriter",0.4197436895316224
Hugh_McDonald_(American_musician),2041,"bassist,musician",0.4679711175708097
Michelle_Creber,2041,singer,0.4034683657832773
Liam_Clancy,2041,"singer,guitarist",0.469738293090585
Doctor_Steel,2041,singer-songwriter,0.37954565639625215
Alessandro_Safina,2040,"opera singer,singer",0.516633033917451
Carl_Thomas_(singer),2040,singer,0.4296448659136524
Malik_B.,2040,rapper,0.4100436144242203
Fashawn,2038,"musician,songwriter,rapper",0.42463509229140456
Josh_Silver,2038,record producer,0.34151756719065074
Magic_Dick,2038,musician,0.4004720935335588
Haydn_Gwynne,2038,singer,0.4738927917880485
Ida_Maria,2038,"singer,musician",0.44570396797344647
YoungBloodZ,2038,rapper,0.42125126219366554
Robbie_Basho,2038,singer,0.45411328813416196
Terry_Chimes,2037,drummer,0.43856133871115627
Benji_Hughes,2037,singer,0.5765228901742535
Ernest_Chausson,2037,"conductor,composer",0.4498138674045038
Lil_Rob,2037,record producer,0.4328031009661059
Paul_Brady,2037,"composer,singer,guitarist,mandolinist",0.4213480222466453
Karen_Harding,2037,singer,0.47871087998866896
Son_Tung_M-TP,2036,singer,0.49900544182942724
Jan_Kuehnemund,2036,singer,0.41659885917228856
Billy_Milano,2036,musician,0.41909982192153866
Sandra_Kim,2036,singer,0.4611886844763303
Nicholas_Barker,2035,drummer,0.3422485749743561
Mats_Lev%C3%A9n,2035,singer,0.43398100125718697
Sharon_Sheeley,2035,"composer,singer,songwriter",0.4172241467431534
Charles_de_Lint,2034,musician,0.3527602855886862
Jun_Senoue,2034,"composer,musician",0.5158524997032355
Fariha_Pervez,2034,singer,0.471870529045814
Bobby_Day,2034,"musician,songwriter",0.39315366040339517
Phil_Lewis,2034,musician,0.4389164208723482
William_Bolcom,2034,"pianist,composer",0.3800580333373961
Takayuki_Yamada,2033,singer,0.37631367964684637
%C3%89douard_Lalo,2033,composer,0.42192710839136005
Lesley_Garrett,2033,singer,0.3828046726364589
Marty_Napoleon,2033,"pianist,bandleader,jazz musician",0.9155509643746781
Lisa_Barbuscia,2032,singer,0.4532457844376756
Krystal_Meyers,2032,singer,0.8612392571624038
Renato_Zero,2032,composer,0.6371714556980507
Gr%C3%A9gory_Lemarchal,2032,singer,0.40307682849262894
Vaughn_Meader,2032,singer,0.4359818296156484
Max_Brod,2032,"composer,pianist",0.41695149382038676
Myriam_Fares,2032,singer,0.4197075784619515
Ragheb_Alama,2031,singer,0.4225617977311198
King_Sunny_Ad%C3%A9,2031,singer,0.4149570901824827
James_LoMenzo,2031,bassist,0.3866515427993479
Iain_Archer,2030,record producer,0.4921588987672227
Jai_McDowall,2030,singer,0.3558957098213794
John_McFee,2030,"singer,songwriter,record producer,musician",0.38668979607876763
Andreas_Carlsson,2030,"record producer,composer",0.38630356610449185
Ray_Simpson,2030,singer,0.37901586798886105
Truth_Hurts,2030,singer-songwriter,0.4191395151104921
Josephine_Foster,2030,singer,0.4692220501138762
Frankie_J._Holden,2030,singer,0.4508805531972726
Mathematics_(producer),2029,"disc jockey,record producer",0.5726423774618633
Mauro_Giuliani,2029,"composer,guitarist",0.4297087204603725
Dave_Bassett_(songwriter),2029,songwriter,0.40620749389294164
Sondre_Lerche,2029,"musician,singer",0.4081103563364758
Richard_Berry_(musician),2029,"singer,singer-songwriter",0.43693293649648685
Chris_Braide,2028,"singer,musician,record producer,singer-songwriter",0.437332566465387
Jared_MacEachern,2028,musician,0.5337782121363406
Rae_Morris,2027,singer-songwriter,0.4038681347406574
Buck_65,2027,"musician,rapper",0.4120542027915229
Chico_Slimani,2027,singer,0.4637942739012032
Enca_Haxhia,2026,singer,0.4727364383514998
Damon_Johnson,2026,singer,0.40012815608788516
Robby_Takac,2026,singer,0.39935221443414065
Carmine_Rojas,2026,composer,0.41280829518697504
Tony_Lucca,2026,"singer-songwriter,singer",0.40887298385292375
Kennedy_(musician),2026,composer,0.42912230838320525
George_Hamilton_IV,2025,musician,0.42322325127502725
Bill_Cowsill,2025,singer,0.46503083909195564
Rolf_Lislevand,2025,"guitarist,luth player",0.6015965117348295
Pink_Anderson,2025,"singer,musician",0.40695280067054707
Ziad_Rahbani,2025,"composer,singer,jazz musician",0.4077160101970395
Neil_Codling,2024,musician,0.4792648553336843
Jonwayne,2024,rapper,0.46213929474669246
Albert_Bouchard,2023,singer-songwriter,0.38614099500715343
Anna_Moffo,2023,"singer,opera singer",0.41857928972065006
Marc_Broussard,2023,"singer,singer-songwriter",0.4578622192588158
Arletty,2023,singer,0.4725599980674908
Farida_Khanum,2022,singer,0.41106178572250296
Edele_Lynch,2022,singer,0.4223981781038056
Rahzel,2022,musician,0.40057823874233184
B_Howard,2022,"songwriter,singer-songwriter",0.483193162177662
Frank_Watkins_(musician),2022,musician,0.45590721269254986
John_Curulewski,2022,guitarist,0.44105670417521026
Ben_Bridwell,2022,singer,0.4134504403577505
Carla_Azar,2021,musician,0.38210392030054624
Big_Fase_100,2021,rapper,0.4817222237916802
Robbie_McIntosh,2021,musician,0.39499057586109854
Felix_da_Housecat,2021,"club DJ,disc jockey",0.36919413762521786
Georges_Delerue,2021,composer,0.43066493070666656
Walter_De_Maria,2021,composer,0.41584297113635244
Richard_Sterban,2020,singer,0.44670868847693485
John_Pizzarelli,2020,"singer,bandleader,guitarist,songwriter,jazz musician",0.4851065837853932
Wayne_Hector,2020,songwriter,0.37813545361174705
Dave_Foster,2020,musician,0.37794898336662563
Betty_Everett,2019,singer,0.4145032421528025
Brian_Culbertson,2019,jazz musician,0.42341869107916813
Joann_Kelly,2019,singer,0.4001226323590117
John_Spinks_(musician),2019,guitarist,0.42143219097768087
Adelina_Patti,2018,"singer,opera singer",0.44949505869773854
Danger_(musician),2018,musician,0.39244928381475647
Zo%C3%AB_Keating,2018,cellist,0.44835115473061493
Dan_Bejar,2018,singer,0.39655972916999166
Vivian_Green,2017,"singer-songwriter,composer",0.43893478224333754
Sandi_Thom,2017,singer,0.41061928239080625
Clairity,2017,singer,0.6095015616176618
Kode9,2016,club DJ,0.40033617843724567
Nicole_Dollanganger,2016,singer,0.6876073392825256
Huang_An_(singer),2015,singer,0.6636228856604321
Michael_Grimm_(musician),2015,singer,0.38430768522828895
Wolfram_von_Eschenbach,2015,composer,0.4035342120505635
Bobby_Rondinelli,2014,"drummer,musician",0.3739288125876212
Misha_B,2014,"singer,singer-songwriter",0.42509894815442195
Zizi_Jeanmaire,2013,singer,0.4900302399976104
Pascal_Bentoiu,2013,composer,1.4078437929538663
Rob_Fusari,2013,"record producer,songwriter",0.5019588907253117
Larry_Adler,2012,"composer,musician",0.45593443119984495
Beres_Hammond,2012,musician,0.44692232937967746
Hilarion_(Alfeyev),2011,composer,0.6527386137104256
Maxine_Jones,2011,singer,0.43148619150665746
Vhong_Navarro,2011,singer,0.4787099729433339
King_Louie_(rapper),2010,rapper,0.43095792300428065
Robert_Ashley,2010,composer,0.3494340663598009
AJ_Rafael,2009,musician,0.3913435437513198
Mark_Jansen,2009,"guitarist,singer",0.3947996980863835
Oliver_Palotai,2008,musician,0.3852451044823845
